Country,Region,University_Name,Degree_Level,Field_of_Study,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Top_Industry,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),Year
Japan,Asia-Pacific,Kyoto University,Bachelor,Business & Finance,-0.0066109774296642075,-0.334322581468291,-0.6250483198001223,-0.4486304335673741,Finance/Consulting,Investment Banker,Market Research,Financial Modeling,Excel,0.7351224788943294,-0.2922987448936477,-2.0182768405620335,-0.0066109774296642075
Switzerland,Europe,ETH Zurich,Master,Data Science & AI,1.5567958471516272,1.8988027333232136,1.4231225528887033,2.598747746026379,Technology/Consulting,Machine Learning Engineer,Machine Learning,NLP,R,2.1628653760176038,1.6473680958643764,-0.19256268629311113,1.5567958471516272
India,Asia-Pacific,IIT Bombay,Master,Business & Finance,0.3060703874865941,-2.252519967250739,-2.2428064728659347,-1.4382934436605221,Finance/Consulting,Financial Analyst,Market Research,Excel,Financial Modeling,0.6671347218884591,0.44002445008642255,0.6500746156771606,0.3060703874865941
India,Asia-Pacific,IISc Bangalore,PhD,Social Sciences,-1.2573364370946973,-0.1625437110997153,-0.1501101464230028,-1.0986071299651843,Government/NGO,Human Resources Specialist,Communication,Data Analysis,Public Policy,-1.5084735022993876,-0.6584603423836828,0.509635065348782,-1.2573364370946973
South Korea,Asia-Pacific,KAIST,Master,Healthcare & Medicine,-1.5700178020109556,-0.04802446418732879,0.36935348070822116,-0.44209800445784836,Healthcare,Medical Doctor,Patient Care,Clinical Research,Medical Coding,-1.7804245303228683,-0.6848503674280096,-2.0884966157262226,-1.5700178020109556
Argentina,Latin America,University of Buenos Aires,Master,Data Science & AI,0.6187517524028524,1.140112722528664,1.2598625557903194,-0.9810234059937211,Technology/Consulting,AI Consultant,Machine Learning,Data Visualization,Big Data,1.1430490209295505,1.2812064983743414,0.7202943908413499,0.6187517524028524
USA,North America,Georgia Tech,Bachelor,Engineering,0.6187517524028524,-2.0521112851540644,-2.0201792040954105,0.17195033183757027,Manufacturing/Construction,Civil Engineer,AutoCAD,SolidWorks,MATLAB,-0.14871836218198337,0.15633168085990878,-0.0521231359647325,0.6187517524028524
Argentina,Latin America,University of Buenos Aires,Master,Computer Science,-1.2573364370946973,0.7965549817915086,1.0817607407738994,-1.5101501638653052,Technology,Cybersecurity Analyst,Cloud Computing,Cybersecurity,DevOps,1.4150000489530314,-0.8431905176939708,-0.7543208876066256,-1.2573364370946973
Israel,Middle East & Africa,Technion,Bachelor,Healthcare & Medicine,1.244114482235369,0.6534059231510275,0.3396698448721508,0.5867595802924541,Healthcare,Public Health Specialist,Diagnostics,Patient Care,Medical Coding,0.3951836938649783,1.6473680958643764,0.01809663919945681,1.244114482235369
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Business & Finance,-1.2573364370946973,-0.792399569117831,-1.1445119469313463,-0.7752518890436606,Finance/Consulting,Management Consultant,Data Analysis,Financial Modeling,Excel,-0.35268163319959395,-0.905866827174247,-0.19256268629311113,-1.2573364370946973
Canada,North America,UBC,Bachelor,Data Science & AI,-0.6319737072621808,0.4529972410543551,0.532613477806605,0.005373389544664158,Technology/Consulting,AI Consultant,R,NLP,Machine Learning,0.19122042284736768,-1.1565720650953522,1.2118328169906751,-0.6319737072621808
Mexico,Latin America,UNAM,PhD,Engineering,0.9314331173191107,-0.2770629580120998,-0.1501101464230028,-0.9712247623294324,Manufacturing/Construction,Civil Engineer,MATLAB,Project Management,SolidWorks,0.2592081798532379,0.6016633534829244,-1.8076175150694653,0.9314331173191107
Switzerland,Europe,ETH Zurich,Master,Engineering,0.3060703874865941,-0.36295239319638767,-0.5359974122919133,1.3314564987783875,Manufacturing/Construction,Robotics Engineer,SolidWorks,Project Management,AutoCAD,-0.4886571472113344,1.030501260453236,-1.948057065397844,0.3060703874865941
Mexico,Latin America,UNAM,Bachelor,Social Sciences,-0.0066109774296642075,0.538886676238643,0.5919807494787457,-1.7028568225963143,Government/NGO,Human Resources Specialist,Communication,Qualitative Research,Data Analysis,-0.8965836892465556,0.3839456468672281,0.01809663919945681,-0.0066109774296642075
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Computer Science,-0.9446550721784391,0.7536102641993647,0.6216643853148139,-0.4518966481221369,Technology,Data Scientist,SQL,Cybersecurity,Cloud Computing,-0.14871836218198337,-1.0114269273515546,-1.1054197634275722,-0.9446550721784391
Netherlands,Europe,TU Delft,Master,Natural Sciences,0.3060703874865941,-0.3915822049244843,-0.1055846926688983,-0.0730157597696446,Research/Academia,Biologist,Experimental Design,Scientific Writing,Laboratory Skills,0.5311592078767187,0.19261796529585826,0.509635065348782,0.3060703874865941
China,Asia-Pacific,Fudan University,Master,Natural Sciences,-1.5700178020109556,-0.4058971107885316,-0.521155594373877,-0.9646923332199068,Research/Academia,Biologist,Statistical Analysis,Experimental Design,Laboratory Skills,-1.7804245303228683,-0.909165580304788,-1.8076175150694653,-1.5700178020109556
South Korea,Asia-Pacific,Seoul National University,Bachelor,Computer Science,0.9314331173191107,-1.2218467450392743,-1.6046083023904316,-0.3800399279173539,Technology,Cloud Architect,DevOps,Java,Python,0.8031102359001996,1.3504803141156991,0.7202943908413499,0.9314331173191107
Israel,Middle East & Africa,Technion,PhD,Natural Sciences,-1.5700178020109556,0.12375440618124693,0.443562570298396,0.25687191026140477,Research/Academia,Environmental Scientist,Experimental Design,Laboratory Skills,Scientific Writing,-1.1685347172700364,-1.1565720650953522,-0.26278246145730044,-1.5700178020109556
Mexico,Latin America,UNAM,PhD,Natural Sciences,-1.2573364370946973,-1.2791063684954675,-1.1593537648493826,-1.2847813595866675,Research/Academia,Chemist,Laboratory Skills,Scientific Writing,Statistical Analysis,-0.7606081752348152,-0.9190618396964105,0.29897573985621406,-1.2573364370946973
India,Asia-Pacific,IISc Bangalore,PhD,Business & Finance,1.5567958471516272,-0.5204163577009181,-0.43210468686566805,-0.6576681650721975,Finance/Consulting,Investment Banker,Market Research,Data Analysis,Financial Modeling,0.055244908835627264,1.4560404142930066,1.422492142483243,1.5567958471516272
UAE,Middle East & Africa,Khalifa University,Master,Computer Science,-0.9446550721784391,1.412095933945577,1.3340716453804942,-0.014223897783913033,Technology,AI Researcher,Python,SQL,Java,0.055244908835627264,-0.9487506178712782,-1.5969581895768974,-0.9446550721784391
Germany,Europe,Heidelberg University,PhD,Data Science & AI,0.6187517524028524,0.4386823351903058,0.4287207523803598,1.6613441688094368,Technology/Consulting,NLP Specialist,Deep Learning,Machine Learning,R,0.6671347218884591,1.1855426575886563,1.843810793468379,0.6187517524028524
Mexico,Latin America,UNAM,PhD,Natural Sciences,0.3060703874865941,-0.005079746595184858,0.2951443911180463,-1.464423160098625,Research/Academia,Physicist,Laboratory Skills,Scientific Writing,Statistical Analysis,0.12323266584149747,0.11014913703233682,-0.26278246145730044,0.3060703874865941
Mexico,Latin America,UNAM,Master,Natural Sciences,0.3060703874865941,-0.9498635336223614,-1.2929301261116959,-1.467689374653388,Research/Academia,Biologist,Experimental Design,Statistical Analysis,Scientific Writing,-0.35268163319959395,-0.16694612593309513,-0.26278246145730044,0.3060703874865941
Canada,North America,UBC,Bachelor,Engineering,-0.3192923423459225,-0.6778803222054465,-0.8476755885706468,-0.425766931684034,Manufacturing/Construction,Electrical Engineer,MATLAB,AutoCAD,SolidWorks,-0.35268163319959395,-0.8135017395191032,1.633151467975811,-0.3192923423459225
Germany,Europe,Heidelberg University,Bachelor,Social Sciences,0.3060703874865941,-1.4222554271359487,-1.5155573948822205,-0.9744909768841954,Government/NGO,Economist,Communication,Public Policy,Qualitative Research,0.055244908835627264,-0.21642742289120798,-1.0351999882633829,0.3060703874865941
Germany,Europe,TU Munich,PhD,Computer Science,-0.3192923423459225,1.0971680049365202,1.3043880095444238,1.2106065602521614,Technology,Cybersecurity Analyst,Java,Cybersecurity,Python,1.1430490209295505,-0.9355556053491149,0.15853618952783544,-0.3192923423459225
Canada,North America,UBC,Master,Business & Finance,1.5567958471516272,-0.1625437110997153,-0.7883083168985082,0.8480567446734834,Finance/Consulting,Investment Banker,Strategic Planning,Data Analysis,Financial Modeling,1.3470122919471612,0.9216424071453877,-1.1756395385917615,1.5567958471516272
South Korea,Asia-Pacific,Seoul National University,Bachelor,Data Science & AI,-1.5700178020109556,1.0971680049365202,0.443562570298396,-0.6315384486340945,Technology/Consulting,Machine Learning Engineer,NLP,Machine Learning,Big Data,0.2592081798532379,-0.8596842833466751,1.0011734914981072,-1.5700178020109556
Argentina,Latin America,University of Buenos Aires,Master,Computer Science,-1.5700178020109556,0.5675164879667396,0.45840438821643015,-1.5526109530772225,Technology,Cybersecurity Analyst,Cybersecurity,Python,Java,0.055244908835627264,-1.1565720650953522,-0.9649802130991936,-1.5700178020109556
Australia,Asia-Pacific,ANU,PhD,Engineering,1.5567958471516272,-0.2913778638761471,-0.12042651058693454,1.7854603218904257,Manufacturing/Construction,Robotics Engineer,MATLAB,SolidWorks,Project Management,0.4631714508708485,1.6473680958643764,0.9309537163339179,1.5567958471516272
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Data Science & AI,0.9314331173191107,0.18101402963744018,0.16156802985573074,0.37772184878763077,Technology/Consulting,NLP Specialist,Big Data,Deep Learning,R,1.3470122919471612,0.7666010100099674,0.9309537163339179,0.9314331173191107
USA,North America,MIT,Master,Healthcare & Medicine,0.3060703874865941,0.9253891345679424,1.0223934691017587,1.5633577321665508,Healthcare,Public Health Specialist,Diagnostics,Medical Coding,Clinical Research,0.3271959368591081,-0.2889999917631068,0.01809663919945681,0.3060703874865941
Brazil,Latin America,University of São Paulo,PhD,Business & Finance,-0.3192923423459225,-0.8496591925740242,-1.203879218603487,-0.6478695214079089,Finance/Consulting,Financial Analyst,Strategic Planning,Market Research,Financial Modeling,-0.6246326612230748,-1.001530667959932,-0.9649802130991936,-0.3192923423459225
Canada,North America,UBC,Bachelor,Natural Sciences,1.5567958471516272,-1.1645871215830832,-1.5007155769641864,0.18174897550185887,Research/Academia,Chemist,Experimental Design,Statistical Analysis,Scientific Writing,0.2592081798532379,1.6473680958643764,0.01809663919945681,1.5567958471516272
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Healthcare & Medicine,-0.0066109774296642075,0.16669912377339288,0.6661898390689206,0.40711777978049657,Healthcare,Pharmacist,Medical Coding,Diagnostics,Clinical Research,-0.01274284817024294,0.34436060930073775,0.3691955150204034,-0.0066109774296642075
France,Europe,PSL University,Bachelor,Natural Sciences,-1.5700178020109556,-1.4508852388640454,-1.5897664844723953,-0.6968627397293519,Research/Academia,Physicist,Statistical Analysis,Laboratory Skills,Experimental Design,-0.14871836218198337,-0.7343316643861225,-1.2458593137559508,-1.5700178020109556
Canada,North America,UBC,PhD,Business & Finance,-1.5700178020109556,-0.7065101339335431,-0.8773592244067172,0.7402716643663088,Finance/Consulting,Investment Banker,Excel,Financial Modeling,Market Research,-0.8965836892465556,-0.8036054801274806,0.4394152901845927,-1.5700178020109556
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Natural Sciences,-0.9446550721784391,-0.44884182838067754,-0.521155594373877,-1.4382934436605221,Research/Academia,Chemist,Experimental Design,Laboratory Skills,Statistical Analysis,-0.4886571472113344,-0.7607216894304494,-2.0884966157262226,-0.9446550721784391
USA,North America,Stanford,Master,Business & Finance,1.5567958471516272,-1.7371833561450076,-1.396822851537941,1.488234797407005,Finance/Consulting,Financial Analyst,Strategic Planning,Data Analysis,Excel,-0.14871836218198337,1.2449202139383917,0.7202943908413499,1.5567958471516272
USA,North America,MIT,Bachelor,Social Sciences,-1.5700178020109556,-1.5367746740483332,-1.9162864786691651,-0.52375336832692,Government/NGO,Policy Analyst,Public Policy,Communication,Data Analysis,-1.1685347172700364,-1.1565720650953522,-1.1054197634275722,-1.5700178020109556
Israel,Middle East & Africa,Technion,PhD,Computer Science,-0.3192923423459225,0.35279290000601793,0.532613477806605,1.4000470044284075,Technology,Data Scientist,SQL,Cybersecurity,Python,1.8229265909882526,-1.0147256804820954,0.08831641436364612,-0.3192923423459225
Saudi Arabia,Middle East & Africa,King Abdulaziz University,PhD,Data Science & AI,-1.2573364370946973,0.1953289355014875,0.5919807494787457,1.1060876944997498,Technology/Consulting,Machine Learning Engineer,R,Big Data,Deep Learning,1.1430490209295505,-0.8497880239550525,1.3522723673190538,-1.2573364370946973
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Master,Social Sciences,-0.6319737072621808,-1.0643827805347459,-0.7289410452263675,-0.5008898664435799,Government/NGO,Policy Analyst,Data Analysis,Qualitative Research,Communication,0.12323266584149747,-0.8102029863885623,0.01809663919945681,-0.6319737072621808
Netherlands,Europe,University of Amsterdam,Bachelor,Healthcare & Medicine,1.5567958471516272,0.7536102641993647,1.0966025586919335,0.18501519005662173,Healthcare,Biomedical Researcher,Clinical Research,Medical Coding,Diagnostics,1.00707350691781,1.5055217112511194,0.29897573985621406,1.5567958471516272
Sweden,Europe,Karolinska Institute,PhD,Computer Science,-0.0066109774296642075,1.7413387688186852,1.4231225528887033,0.8741864611115863,Technology,Cybersecurity Analyst,SQL,Cybersecurity,Cloud Computing,1.4829878059589017,-0.3813650794182508,1.0713932666622965,-0.0066109774296642075
South Korea,Asia-Pacific,Seoul National University,Master,Social Sciences,-0.6319737072621808,-1.207531839175227,-0.9960937677509966,-0.7033951688388775,Government/NGO,Sociologist,Public Policy,Data Analysis,Communication,-1.032559203258296,-0.8695805427382978,-0.33300223662148976,-0.6319737072621808
Saudi Arabia,Middle East & Africa,King Abdulaziz University,Bachelor,Natural Sciences,1.244114482235369,-1.522459768184286,-1.6639755740625701,-0.7229924561674548,Research/Academia,Environmental Scientist,Experimental Design,Statistical Analysis,Laboratory Skills,1.0750612639236803,1.6143805645589677,1.7033712431400003,1.244114482235369
South Africa,Middle East & Africa,University of Cape Town,Bachelor,Healthcare & Medicine,1.244114482235369,0.22395874722958412,0.22093530152787147,-0.670733023291249,Healthcare,Biomedical Researcher,Clinical Research,Medical Coding,Patient Care,-0.14871836218198337,1.096476323064053,-1.948057065397844,1.244114482235369
Argentina,Latin America,University of Buenos Aires,Master,Business & Finance,-0.0066109774296642075,-1.5654044857764298,-1.5749246665543613,-1.366436723455739,Finance/Consulting,Marketing Manager,Financial Modeling,Market Research,Strategic Planning,1.0750612639236803,-0.17024487906363603,0.15853618952783544,-0.0066109774296642075
Mexico,Latin America,UNAM,PhD,Business & Finance,0.6187517524028524,-0.19117352282780992,-0.061059238914793826,-0.7425897434960319,Finance/Consulting,Financial Analyst,Data Analysis,Strategic Planning,Excel,-0.35268163319959395,0.5818708346996795,-1.0351999882633829,0.6187517524028524
Brazil,Latin America,University of São Paulo,PhD,Healthcare & Medicine,1.5567958471516272,-0.20548842869185924,0.11704257610162624,-0.28205349127446794,Healthcare,Pharmacist,Medical Coding,Clinical Research,Diagnostics,-0.692620418228945,1.6473680958643764,-0.40322201178567907,1.5567958471516272
Netherlands,Europe,University of Amsterdam,Bachelor,Healthcare & Medicine,-0.9446550721784391,1.0255934756162797,1.393438917052633,-0.4061696443554568,Healthcare,Pharmacist,Patient Care,Diagnostics,Medical Coding,-1.1005469602641662,-0.8728792958688385,-2.0884966157262226,-0.9446550721784391
