Country,University_Name,Graduation_Year,Employment_Rate_6_Months (%),Employment_Rate_12_Months (%),Average_Starting_Salary_USD,Job_Role,Skill_1,Skill_2,Skill_3,Skill_Demand_Score (1–100),Remote_Work_Availability (%),Employer_Reputation_Score (1–100),High_Employability,Region_Europe,Region_Latin America,Region_Middle East & Africa,Region_North America,Degree_Level_Master,Degree_Level_PhD,Field_of_Study_Computer Science,Field_of_Study_Data Science & AI,Field_of_Study_Engineering,Field_of_Study_Healthcare & Medicine,Field_of_Study_Natural Sciences,Field_of_Study_Social Sciences,Top_Industry_Government/NGO,Top_Industry_Healthcare,Top_Industry_Manufacturing/Construction,Top_Industry_Research/Academia,Top_Industry_Technology,Top_Industry_Technology/Consulting
Israel,Technion,2018,86.5,92.1,63500,Medical Doctor,Diagnostics,Medical Coding,Patient Care,66,5.2,61,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Australia,ANU,2015,70.9,76.2,87400,Investment Banker,Market Research,Excel,Strategic Planning,59,15.1,56,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Australia,ANU,2017,83.1,89.8,86200,Civil Engineer,SolidWorks,Lean Six Sigma,Project Management,55,11.4,87,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Germany,Humboldt University,2019,88.9,97.2,62100,Medical Doctor,Diagnostics,Clinical Research,Medical Coding,56,5.0,59,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Sweden,KTH Royal Institute of Technology,2016,84.8,88.0,64200,Biologist,Scientific Writing,Experimental Design,Statistical Analysis,54,6.3,40,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
France,PSL University,2016,80.7,86.8,37600,Human Resources Specialist,Qualitative Research,Communication,Data Analysis,45,6.1,76,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Germany,TU Munich,2019,93.1,98.9,112800,Biomedical Researcher,Diagnostics,Patient Care,Clinical Research,54,5.0,84,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
South Korea,KAIST,2022,96.6,100.0,92500,Biomedical Researcher,Clinical Research,Medical Coding,Diagnostics,69,68.9,94,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Netherlands,University of Amsterdam,2025,90.3,92.7,81800,NLP Specialist,Big Data,R,Machine Learning,91,90.0,80,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
UAE,Khalifa University,2018,92.5,100.0,104900,Cloud Architect,React,SQL,Cloud Computing,58,12.1,58,1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
South Korea,KAIST,2024,80.2,82.3,40000,Sociologist,Communication,Qualitative Research,Public Policy,66,80.3,86,0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False
Israel,Hebrew University of Jerusalem,2024,97.5,100.0,126800,Machine Learning Engineer,Data Visualization,Deep Learning,Big Data,98,75.7,50,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Israel,Technion,2016,73.5,79.5,52500,Financial Analyst,Financial Modeling,Market Research,Excel,66,7.2,79,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brazil,University of São Paulo,2015,82.2,88.5,18900,Electrical Engineer,AutoCAD,SolidWorks,Project Management,35,9.0,80,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Singapore,NTU,2021,99.0,100.0,110100,Pharmacist,Medical Coding,Patient Care,Diagnostics,69,45.9,44,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
Japan,Kyoto University,2016,90.8,95.9,67100,NLP Specialist,Deep Learning,R,Data Visualization,82,13.8,98,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
China,Tsinghua University,2023,76.5,81.2,40800,Marketing Manager,Data Analysis,Excel,Market Research,70,80.2,47,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Saudi Arabia,King Abdulaziz University,2020,99.0,100.0,91900,AI Researcher,Python,DevOps,React,89,44.9,84,1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Japan,University of Tokyo,2019,76.0,81.0,43600,Robotics Engineer,MATLAB,Lean Six Sigma,AutoCAD,42,8.7,73,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
China,Tsinghua University,2023,82.0,88.3,47200,Civil Engineer,SolidWorks,Lean Six Sigma,AutoCAD,77,60.4,67,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
South Korea,Seoul National University,2022,92.6,99.8,96500,Data Scientist,Python,Java,DevOps,93,45.2,74,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
Canada,McGill University,2023,81.6,85.1,65900,Mechanical Engineer,SolidWorks,AutoCAD,Lean Six Sigma,54,65.2,68,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Singapore,NUS,2023,99.0,100.0,138300,Medical Doctor,Patient Care,Clinical Research,Diagnostics,74,60.0,63,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
France,PSL University,2021,79.8,86.0,75900,Environmental Scientist,Laboratory Skills,Scientific Writing,Statistical Analysis,69,55.4,85,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Israel,Technion,2017,95.9,99.5,80800,Data Analyst,Big Data,R,Machine Learning,64,12.7,88,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
South Korea,KAIST,2019,93.1,98.7,79700,Data Scientist,Cloud Computing,Python,DevOps,79,5.0,51,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
South Korea,KAIST,2015,91.6,96.7,55500,Public Health Specialist,Medical Coding,Patient Care,Clinical Research,56,8.9,78,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Canada,UBC,2023,92.1,97.3,89300,Physicist,Laboratory Skills,Experimental Design,Statistical Analysis,89,73.5,66,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Sweden,Karolinska Institute,2025,74.0,77.1,76800,Electrical Engineer,AutoCAD,Project Management,Lean Six Sigma,61,90.0,62,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Saudi Arabia,King Abdulaziz University,2024,99.0,100.0,112900,AI Consultant,Machine Learning,Data Visualization,Deep Learning,100,68.2,67,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
UK,Cambridge,2022,94.7,95.2,64900,Pharmacist,Diagnostics,Patient Care,Medical Coding,49,58.9,93,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Mexico,UNAM,2019,73.2,75.8,16900,Sociologist,Public Policy,Communication,Qualitative Research,74,6.9,55,0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Saudi Arabia,King Abdulaziz University,2023,95.1,100.0,72700,Pharmacist,Patient Care,Medical Coding,Diagnostics,56,54.7,71,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
South Africa,University of Cape Town,2017,84.8,92.8,44600,Marketing Manager,Strategic Planning,Market Research,Financial Modeling,36,14.3,53,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Canada,UBC,2024,80.6,84.0,116500,Marketing Manager,Excel,Strategic Planning,Data Analysis,61,65.5,70,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mexico,UNAM,2022,83.9,90.2,15400,Environmental Scientist,Statistical Analysis,Scientific Writing,Laboratory Skills,80,63.7,77,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Brazil,University of São Paulo,2025,79.9,81.9,42200,Policy Analyst,Public Policy,Qualitative Research,Data Analysis,72,75.8,100,0,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Argentina,University of Buenos Aires,2017,92.1,97.2,24600,Biologist,Experimental Design,Statistical Analysis,Scientific Writing,59,7.7,83,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
Argentina,University of Buenos Aires,2018,68.5,72.0,14600,Civil Engineer,Project Management,SolidWorks,MATLAB,41,17.4,97,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Sweden,Karolinska Institute,2024,86.5,93.4,59000,Financial Analyst,Market Research,Financial Modeling,Data Analysis,52,76.1,61,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Netherlands,TU Delft,2021,73.9,78.7,48400,Policy Analyst,Communication,Qualitative Research,Data Analysis,55,54.7,66,0,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
South Africa,University of Cape Town,2020,90.2,99.3,37200,Pharmacist,Medical Coding,Clinical Research,Patient Care,55,29.6,78,1,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Mexico,UNAM,2023,82.9,92.4,25400,Pharmacist,Clinical Research,Medical Coding,Diagnostics,62,66.2,72,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Netherlands,TU Delft,2016,82.9,88.4,79500,Public Health Specialist,Medical Coding,Patient Care,Clinical Research,72,10.6,51,0,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Australia,ANU,2021,84.0,91.7,77300,Sociologist,Qualitative Research,Data Analysis,Public Policy,58,58.3,48,1,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Israel,Hebrew University of Jerusalem,2015,87.6,95.5,54700,Pharmacist,Patient Care,Clinical Research,Diagnostics,50,11.4,74,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
USA,Stanford,2025,79.9,86.3,141600,Investment Banker,Financial Modeling,Strategic Planning,Market Research,61,90.0,57,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Singapore,NUS,2023,85.7,90.9,96200,Physicist,Laboratory Skills,Experimental Design,Statistical Analysis,69,72.3,53,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
Saudi Arabia,King Abdulaziz University,2022,87.5,95.2,85200,Physicist,Laboratory Skills,Statistical Analysis,Scientific Writing,58,64.2,72,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
USA,UC Berkeley,2018,88.8,94.2,111400,Civil Engineer,SolidWorks,Project Management,MATLAB,40,18.9,78,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Argentina,University of Buenos Aires,2023,92.0,94.0,19600,NLP Specialist,NLP,Data Visualization,R,96,55.3,66,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
USA,Harvard,2022,85.2,90.4,79000,Marketing Manager,Excel,Data Analysis,Market Research,70,59.7,69,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Saudi Arabia,King Abdulaziz University,2022,90.3,91.9,82900,Data Analyst,Machine Learning,Data Visualization,Big Data,76,62.4,66,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
USA,Stanford,2020,88.4,91.7,82100,NLP Specialist,R,Machine Learning,NLP,75,36.9,70,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
Canada,University of Toronto,2023,92.1,95.0,115700,Data Scientist,DevOps,Cybersecurity,React,72,90.0,53,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False
South Africa,University of Cape Town,2019,93.8,99.6,34500,Data Scientist,Cloud Computing,Cybersecurity,React,83,7.8,73,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
USA,Harvard,2022,88.4,93.9,88200,Data Analyst,Machine Learning,NLP,Deep Learning,94,59.8,69,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
China,Tsinghua University,2022,96.1,100.0,58200,Medical Doctor,Clinical Research,Patient Care,Medical Coding,46,69.1,79,1,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
Canada,McGill University,2023,84.3,91.4,104500,Management Consultant,Financial Modeling,Strategic Planning,Market Research,57,74.4,83,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Japan,Kyoto University,2019,92.3,97.9,84800,Machine Learning Engineer,Data Visualization,NLP,R,70,5.6,67,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
Netherlands,University of Amsterdam,2015,84.5,87.7,56300,Chemist,Laboratory Skills,Statistical Analysis,Experimental Design,56,5.8,45,0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
South Africa,University of Cape Town,2022,85.6,91.9,23900,Environmental Scientist,Statistical Analysis,Laboratory Skills,Experimental Design,63,55.8,64,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
South Korea,Seoul National University,2025,77.7,82.0,65900,Economist,Qualitative Research,Communication,Data Analysis,67,76.5,57,0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
Canada,UBC,2015,83.0,87.4,84300,Electrical Engineer,Project Management,AutoCAD,Lean Six Sigma,40,17.9,57,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
Singapore,NUS,2017,77.6,82.6,62200,Electrical Engineer,MATLAB,AutoCAD,Project Management,58,5.0,69,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Canada,UBC,2023,99.0,100.0,129100,NLP Specialist,Deep Learning,Big Data,Data Visualization,86,90.0,87,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
